id,folding,method
bpRNA_RFAM_28637,"[[2, 153], [3, 152], [4, 151], [5, 150], [6, 149], [7, 148], [9, 61], [12, 58], [13, 57], [14, 56], [15, 55], [17, 54], [19, 53], [21, 51], [23, 49], [24, 48], [25, 47], [27, 44], [28, 43], [29, 42], [30, 41], [31, 40], [32, 39], [33, 38], [34, 37], [63, 113], [66, 110], [67, 109], [68, 108], [69, 107], [70, 106], [71, 105], [72, 104], [75, 101], [76, 100], [77, 99], [78, 98], [80, 96], [82, 94], [83, 93], [84, 92], [85, 91], [116, 141], [117, 140], [118, 139], [119, 138], [126, 132], [127, 131], [133, 146], [134, 145], [136, 144], [137, 142]]",UFold
bpRNA_tmRNA_399,"[[2, 385], [3, 384], [4, 383], [5, 382], [6, 381], [7, 380], [9, 377], [10, 191], [12, 374], [13, 373], [14, 372], [20, 359], [21, 358], [24, 355], [25, 354], [27, 351], [32, 343], [34, 340], [35, 339], [36, 338], [38, 336], [39, 335], [44, 334], [46, 332], [47, 329], [48, 328], [49, 327], [50, 326], [51, 325], [55, 299], [56, 298], [57, 297], [58, 86], [59, 85], [60, 84], [61, 83], [62, 75], [64, 73], [65, 72], [66, 71], [92, 138], [94, 136], [95, 135], [96, 277], [101, 232], [103, 112], [109, 291], [110, 290], [111, 289], [123, 180], [126, 278], [127, 184], [128, 183], [131, 274], [143, 222], [152, 167], [154, 166], [155, 165], [156, 164], [157, 163], [170, 369], [171, 368], [172, 367], [173, 205], [174, 366], [175, 203], [176, 202], [177, 201], [178, 200], [179, 199], [181, 197], [182, 196], [187, 314], [215, 280], [234, 272], [235, 271], [236, 270], [237, 269], [238, 268], [239, 267], [240, 266], [241, 265], [242, 264], [243, 263], [248, 262], [287, 296], [311, 321], [312, 320], [313, 319], [342, 379]]",UFold
bpRNA_RFAM_9138,"[[8, 72], [9, 198], [10, 197], [11, 196], [13, 193], [14, 192], [15, 191], [16, 190], [17, 189], [18, 188], [19, 187], [20, 186], [21, 185], [22, 36], [23, 35], [24, 34], [25, 33], [26, 32], [27, 180], [29, 178], [30, 177], [31, 176], [42, 184], [44, 182], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60], [67, 75], [68, 74], [69, 73], [95, 133], [96, 132], [97, 131], [98, 130], [99, 129], [105, 128], [106, 127], [108, 123], [109, 122], [110, 121], [111, 120], [112, 119], [113, 118], [114, 117], [136, 170], [137, 169], [138, 168], [139, 167], [140, 166], [142, 165], [144, 162], [145, 161], [146, 160], [147, 159], [148, 158], [149, 157], [150, 156]]",UFold
bpRNA_RFAM_26735,"[[8, 38], [9, 37], [10, 36], [11, 35], [13, 67], [16, 107], [18, 30], [19, 29], [20, 28], [21, 101], [22, 88], [23, 87], [24, 86], [25, 85], [26, 84], [27, 83], [32, 79], [33, 59], [41, 77], [42, 76], [43, 75], [44, 74], [45, 73], [47, 71], [48, 70], [50, 65], [52, 72], [53, 62], [54, 61], [55, 69], [56, 68], [91, 110], [92, 109], [93, 108], [97, 104]]",UFold
bpRNA_RFAM_35939,"[[5, 345], [6, 344], [10, 274], [12, 272], [13, 68], [14, 67], [15, 66], [16, 266], [17, 265], [18, 264], [19, 263], [20, 262], [21, 261], [22, 58], [23, 57], [24, 37], [26, 35], [28, 34], [29, 33], [40, 49], [41, 48], [42, 47], [69, 229], [70, 228], [71, 227], [72, 226], [77, 250], [83, 164], [87, 103], [88, 102], [89, 101], [90, 100], [91, 99], [94, 162], [96, 160], [97, 159], [98, 158], [104, 151], [105, 150], [106, 149], [107, 148], [108, 147], [109, 146], [110, 145], [113, 142], [114, 141], [116, 139], [117, 138], [118, 137], [119, 136], [120, 135], [121, 134], [122, 133], [123, 132], [124, 131], [125, 130], [126, 244], [127, 243], [128, 242], [129, 241], [161, 246], [167, 240], [168, 278], [169, 277], [179, 191], [180, 190], [182, 189], [183, 188], [186, 253], [187, 252], [192, 219], [193, 218], [195, 214], [196, 213], [197, 212], [198, 211], [202, 207], [210, 267], [247, 291], [248, 290], [249, 289], [259, 276], [260, 275], [296, 317], [297, 316], [298, 315], [299, 314], [300, 313], [302, 310], [326, 351], [327, 350], [328, 349], [329, 348], [330, 347], [331, 346], [334, 343], [335, 342], [336, 341]]",UFold
bpRNA_RFAM_14497,"[[2, 83], [3, 82], [4, 81], [6, 79], [9, 76], [10, 77], [12, 75], [13, 74], [14, 73], [15, 72], [16, 71], [17, 70], [18, 69], [19, 68], [20, 67], [23, 64], [24, 63], [26, 61], [27, 60], [29, 58], [30, 57], [31, 56], [32, 55], [33, 54], [34, 53], [35, 50], [36, 49], [37, 46], [38, 45], [39, 44]]",UFold
bpRNA_tmRNA_184,"[[1, 352], [2, 351], [3, 350], [4, 349], [5, 348], [6, 347], [7, 346], [8, 334], [10, 35], [11, 34], [14, 31], [18, 25], [19, 325], [21, 323], [26, 319], [27, 318], [28, 317], [29, 315], [32, 313], [33, 312], [36, 310], [38, 308], [39, 307], [40, 306], [41, 72], [42, 304], [43, 300], [44, 299], [45, 298], [46, 297], [47, 296], [48, 67], [49, 66], [50, 65], [51, 64], [52, 63], [53, 62], [54, 289], [55, 80], [56, 79], [57, 78], [58, 77], [59, 76], [60, 75], [81, 264], [82, 263], [86, 173], [91, 174], [93, 167], [94, 166], [99, 161], [101, 159], [102, 163], [103, 162], [109, 302], [110, 301], [112, 135], [113, 134], [114, 133], [116, 132], [117, 131], [118, 130], [119, 128], [126, 154], [127, 153], [129, 151], [169, 224], [179, 228], [189, 218], [190, 217], [191, 216], [192, 215], [193, 214], [194, 213], [195, 212], [196, 211], [197, 210], [198, 209], [199, 208], [201, 206], [239, 311], [243, 259], [244, 258], [245, 257], [246, 256], [248, 254], [249, 253], [261, 284], [262, 267], [275, 336], [276, 335], [329, 345], [330, 344], [331, 343], [332, 342], [333, 341]]",UFold
bpRNA_RFAM_4389,"[[2, 18], [3, 17], [4, 16], [5, 15], [6, 14], [7, 94], [8, 93], [9, 92], [10, 91], [12, 89], [13, 88], [19, 34], [20, 33], [21, 32], [22, 31], [23, 30], [27, 107], [28, 106], [29, 105], [86, 95]]",UFold
bpRNA_RFAM_24306,"[[5, 103], [6, 102], [7, 101], [8, 100], [9, 99], [10, 98], [19, 34], [20, 33], [21, 32], [22, 31], [35, 53], [36, 52], [37, 51], [38, 50], [44, 97], [45, 96], [46, 95], [47, 94], [48, 93], [49, 92], [61, 91], [62, 90], [63, 89], [67, 84], [69, 82], [70, 81], [71, 80]]",UFold
bpRNA_CRW_20581,"[[7, 341], [10, 39], [13, 36], [14, 35], [15, 331], [16, 330], [17, 333], [19, 31], [21, 29], [22, 28], [24, 284], [25, 317], [30, 95], [32, 90], [40, 125], [41, 124], [43, 122], [44, 121], [45, 120], [47, 300], [48, 298], [49, 297], [52, 199], [53, 198], [54, 197], [56, 195], [57, 194], [58, 193], [59, 192], [60, 191], [61, 190], [63, 188], [64, 187], [65, 186], [68, 99], [69, 98], [71, 96], [73, 94], [74, 93], [75, 92], [76, 91], [78, 89], [79, 88], [80, 87], [81, 86], [82, 85], [83, 212], [84, 274], [108, 260], [113, 251], [114, 250], [136, 176], [140, 201], [141, 175], [142, 174], [143, 173], [144, 172], [146, 170], [147, 168], [148, 167], [150, 165], [151, 164], [152, 163], [153, 162], [154, 161], [155, 160], [204, 221], [205, 220], [206, 219], [207, 218], [208, 217], [209, 216], [210, 215], [222, 247], [223, 294], [226, 244], [227, 243], [228, 242], [229, 241], [230, 270], [231, 239], [232, 238], [234, 289], [306, 329], [307, 328], [308, 327], [309, 326], [310, 325], [311, 324], [312, 323], [313, 322], [314, 321], [315, 320]]",UFold
bpRNA_RFAM_23450,"[[2, 37], [3, 36], [4, 35], [5, 34], [6, 33], [7, 32], [8, 31], [9, 30], [11, 28], [12, 27], [13, 26]]",UFold
bpRNA_RFAM_13854,"[[3, 19], [4, 18], [5, 17], [6, 16], [7, 15], [8, 14], [9, 120], [21, 50], [22, 49], [23, 48], [24, 47], [25, 46], [26, 45], [27, 44], [28, 43], [29, 42], [30, 41], [31, 40], [32, 39], [64, 133], [72, 126], [73, 125], [74, 124], [75, 123], [76, 122], [77, 121], [80, 117], [81, 116], [82, 115], [85, 112], [86, 111], [88, 109], [89, 108], [90, 107], [91, 106], [92, 105], [93, 104], [94, 103], [95, 102]]",UFold
bpRNA_RFAM_14719,"[[12, 67], [14, 66], [15, 64], [17, 63], [18, 62], [19, 61], [20, 60], [21, 59], [22, 58], [24, 55], [28, 48], [29, 47], [30, 46], [31, 45], [32, 44], [33, 43]]",UFold
bpRNA_RFAM_35472,"[[2, 85], [9, 84], [10, 83], [11, 82], [12, 81], [15, 78], [16, 77], [17, 76], [18, 75], [19, 74], [20, 73], [23, 56], [24, 55], [26, 53], [27, 52], [28, 51], [29, 50], [30, 49], [31, 48], [32, 47], [58, 72], [59, 71], [60, 70], [61, 69], [62, 68]]",UFold
bpRNA_CRW_21396,"[[2, 81], [3, 80], [4, 77], [5, 76], [6, 75], [7, 74], [8, 73], [9, 72], [10, 71], [11, 70], [14, 29], [15, 28], [19, 69], [31, 47], [32, 46], [33, 45], [34, 44], [35, 43], [36, 42], [50, 64], [53, 63], [54, 62], [56, 66], [57, 65]]",UFold
bpRNA_RFAM_9280,"[[3, 166], [5, 164], [7, 202], [8, 201], [9, 209], [10, 208], [12, 206], [13, 205], [14, 204], [15, 199], [16, 198], [17, 197], [18, 196], [19, 195], [20, 194], [21, 193], [22, 35], [23, 188], [24, 33], [25, 32], [26, 31], [41, 192], [42, 191], [43, 190], [44, 95], [47, 88], [48, 87], [49, 86], [50, 85], [51, 84], [52, 83], [53, 82], [55, 79], [56, 78], [57, 77], [58, 76], [59, 75], [60, 74], [61, 72], [63, 70], [64, 69], [91, 100], [92, 99], [93, 98], [102, 185], [103, 184], [104, 183], [105, 181], [108, 178], [109, 177], [110, 176], [111, 175], [113, 173], [117, 165], [119, 163], [120, 162], [121, 161], [122, 160], [123, 159], [124, 158], [125, 156], [128, 154], [129, 157], [131, 155], [133, 151], [134, 150], [135, 149], [136, 148], [137, 147], [138, 145]]",UFold
bpRNA_RNP_414,"[[2, 406], [4, 404], [5, 403], [6, 402], [7, 397], [8, 396], [9, 395], [15, 134], [19, 40], [41, 240], [42, 239], [43, 238], [44, 237], [46, 236], [47, 235], [48, 234], [49, 233], [50, 232], [51, 231], [52, 230], [57, 305], [58, 304], [59, 303], [60, 302], [61, 301], [66, 172], [69, 223], [70, 222], [71, 221], [72, 220], [79, 390], [80, 389], [81, 388], [82, 387], [83, 386], [84, 385], [85, 384], [86, 383], [91, 212], [92, 211], [93, 210], [94, 209], [95, 208], [102, 116], [103, 115], [104, 114], [105, 113], [106, 112], [107, 111], [117, 132], [119, 130], [120, 129], [121, 128], [122, 127], [140, 168], [153, 167], [154, 166], [155, 165], [156, 164], [171, 197], [175, 296], [177, 246], [178, 245], [180, 189], [181, 288], [182, 287], [183, 286], [184, 285], [185, 284], [186, 283], [187, 282], [204, 269], [214, 258], [216, 257], [225, 393], [227, 391], [241, 351], [242, 350], [244, 348], [251, 342], [252, 341], [253, 340], [254, 339], [255, 338], [256, 337], [262, 329], [263, 328], [264, 327], [265, 326], [266, 325], [270, 318], [271, 317], [272, 316], [273, 315], [274, 314], [276, 312], [277, 311], [297, 306], [343, 373], [344, 372], [345, 371], [346, 370], [347, 369], [349, 368], [352, 366], [353, 365], [354, 364], [355, 363], [356, 362]]",UFold
bpRNA_RFAM_2722,"[[2, 392], [3, 391], [4, 390], [5, 389], [6, 388], [7, 387], [8, 386], [9, 385], [10, 384], [11, 382], [12, 362], [13, 361], [15, 346], [18, 38], [20, 36], [21, 35], [22, 34], [23, 33], [24, 32], [25, 31], [26, 30], [27, 29], [42, 380], [43, 379], [45, 377], [46, 376], [47, 375], [48, 374], [49, 373], [50, 231], [51, 371], [52, 229], [53, 215], [67, 81], [69, 79], [71, 77], [72, 76], [78, 198], [84, 93], [85, 92], [86, 91], [87, 190], [88, 189], [89, 188], [102, 220], [103, 219], [109, 212], [110, 211], [119, 162], [120, 161], [121, 158], [122, 157], [123, 156], [124, 155], [125, 154], [126, 153], [127, 152], [128, 151], [129, 149], [130, 147], [131, 148], [132, 146], [133, 145], [134, 144], [135, 143], [137, 202], [142, 207], [167, 226], [169, 224], [174, 187], [175, 186], [176, 185], [191, 208], [193, 206], [194, 205], [195, 204], [196, 203], [232, 301], [235, 298], [236, 297], [237, 296], [238, 295], [245, 259], [246, 258], [247, 257], [248, 292], [249, 291], [250, 290], [251, 253], [260, 289], [261, 288], [262, 285], [263, 286], [264, 283], [265, 282], [266, 281], [267, 280], [268, 279], [272, 277], [303, 322], [304, 321], [305, 320], [306, 319], [307, 318], [308, 317], [309, 316], [310, 315], [327, 344], [328, 343], [329, 342], [330, 341], [331, 340], [332, 339], [333, 338]]",UFold
bpRNA_RFAM_36748,"[[2, 131], [3, 130], [4, 129], [5, 128], [6, 124], [9, 122], [11, 120], [14, 117], [15, 114], [17, 113], [18, 112], [19, 111], [20, 110], [21, 109], [22, 108], [23, 107], [24, 106], [25, 105], [26, 104], [27, 103], [28, 102], [29, 101], [32, 98], [33, 97], [34, 96], [35, 95], [36, 94], [37, 93], [38, 92], [39, 91], [40, 90], [42, 88], [43, 87], [44, 86], [45, 85], [46, 84], [47, 83], [48, 82], [49, 81], [50, 80], [51, 79], [53, 77], [54, 76], [55, 75], [56, 74], [59, 73], [60, 72], [61, 71], [62, 70]]",UFold
bpRNA_RFAM_29915,"[[8, 75], [9, 74], [10, 73], [11, 72], [13, 70], [14, 69], [16, 67], [18, 65], [19, 64], [21, 62], [23, 60], [24, 59], [25, 58], [27, 57], [28, 56], [29, 55], [30, 54], [31, 53], [32, 52], [33, 51], [34, 50], [35, 49], [36, 48], [37, 47], [38, 46]]",UFold
bpRNA_RFAM_34111,"[[2, 151], [3, 150], [4, 149], [12, 37], [13, 36], [14, 35], [15, 34], [16, 33], [18, 32], [19, 31], [20, 30], [21, 29], [22, 28], [23, 27], [42, 98], [44, 64], [45, 63], [46, 62], [47, 61], [48, 60], [65, 85], [66, 84], [67, 83], [68, 82], [69, 81], [70, 80], [71, 79], [72, 78], [101, 115], [102, 114], [103, 113], [104, 112], [105, 111], [122, 152], [125, 148], [126, 147], [127, 146], [128, 144], [129, 143], [130, 142], [131, 141], [132, 140]]",UFold
bpRNA_RFAM_8330,"[[2, 95], [3, 110], [4, 109], [5, 108], [6, 107], [7, 106], [8, 105], [9, 101], [10, 100], [11, 99], [12, 98], [14, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 88], [43, 80], [44, 79], [45, 78], [46, 77], [48, 75], [51, 72], [52, 71], [53, 70], [54, 69], [55, 68], [56, 67], [57, 66], [58, 65], [59, 64], [74, 87], [76, 86]]",UFold
bpRNA_RFAM_21437,"[[2, 94], [4, 93], [5, 92], [6, 91], [7, 90], [8, 89], [9, 88], [12, 85], [14, 83], [15, 82], [16, 81], [17, 80], [18, 79], [19, 78], [20, 77], [21, 76], [22, 75], [23, 74], [24, 73], [25, 72], [26, 71], [27, 70], [28, 69], [29, 68], [31, 67], [32, 66], [34, 64], [35, 63], [36, 62], [37, 61], [38, 60], [39, 59], [40, 58], [41, 57], [42, 56], [43, 55]]",UFold
bpRNA_RFAM_27946,"[[13, 21], [15, 24], [17, 22], [25, 41], [26, 40], [27, 39], [28, 38], [29, 37], [30, 36], [31, 35], [54, 68], [55, 67], [56, 66], [57, 65], [58, 64], [59, 63]]",UFold
bpRNA_RFAM_7581,"[[4, 56], [5, 55], [6, 54], [7, 53], [8, 52], [9, 51], [10, 50], [11, 49], [12, 48], [13, 47], [14, 46], [15, 44], [17, 41], [18, 40], [19, 39], [20, 38], [22, 36], [24, 34], [25, 33], [26, 32], [27, 31], [75, 117], [76, 116], [77, 115], [78, 114], [79, 113], [80, 112], [81, 111], [82, 110], [85, 108], [86, 107], [87, 106], [88, 105], [90, 104], [91, 103], [92, 102], [94, 100], [95, 99]]",UFold
bpRNA_RFAM_20284,"[[2, 89], [4, 87], [5, 86], [6, 85], [7, 84], [8, 83], [11, 79], [12, 78], [13, 77], [14, 76], [15, 75], [17, 74], [18, 73], [19, 72], [20, 71], [21, 70], [23, 68], [24, 67], [25, 66], [26, 65], [27, 64], [28, 63], [34, 61], [35, 60], [36, 59], [37, 58], [38, 57], [39, 56], [40, 55], [41, 54]]",UFold
bpRNA_CRW_15828,"[[1, 109], [2, 108], [3, 107], [4, 106], [5, 105], [6, 104], [7, 103], [8, 102], [13, 65], [14, 64], [15, 62], [16, 61], [17, 60], [18, 59], [19, 58], [20, 57], [22, 55], [25, 51], [26, 52], [28, 48], [29, 47], [30, 46], [31, 45], [32, 43], [33, 41], [67, 99], [68, 98], [70, 96], [71, 95], [76, 90], [77, 89], [78, 88], [79, 87], [80, 86]]",UFold
bpRNA_CRW_29015,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 25], [11, 24], [12, 23], [13, 22], [27, 43], [28, 42], [29, 41], [30, 40], [31, 39], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",UFold
bpRNA_RFAM_9904,"[[3, 45], [5, 40], [6, 43], [7, 38], [8, 37], [9, 36], [10, 35], [11, 34], [12, 33], [13, 32], [15, 30], [16, 29], [17, 28], [18, 27], [19, 26], [74, 134], [75, 133], [76, 132], [77, 131], [78, 130], [79, 129], [80, 128], [81, 127], [82, 126], [84, 125], [90, 119], [91, 118], [92, 117], [93, 116], [94, 115], [95, 114], [96, 113], [97, 112], [98, 111], [99, 110], [100, 108], [101, 107]]",UFold
bpRNA_RFAM_25969,"[[6, 23], [7, 22], [8, 21], [9, 20], [10, 19], [24, 65], [31, 100], [37, 55], [38, 54], [40, 52], [41, 51], [42, 50], [60, 123], [70, 112], [71, 111], [72, 110], [74, 108], [76, 107], [77, 104], [78, 103], [79, 102], [80, 101], [82, 98], [83, 97], [84, 96], [87, 93], [124, 160], [125, 159], [126, 158], [127, 157], [128, 156], [129, 155], [130, 154], [131, 153], [132, 152], [133, 151], [134, 150], [135, 149], [136, 148], [137, 147], [138, 146], [139, 145]]",UFold
bpRNA_RFAM_24956,"[[2, 93], [4, 91], [5, 90], [6, 89], [7, 88], [8, 87], [47, 59], [48, 58], [49, 57], [50, 56]]",UFold
bpRNA_RFAM_10263,"[[2, 85], [3, 84], [4, 83], [5, 82], [6, 81], [7, 80], [19, 73], [20, 72], [21, 71], [22, 70], [23, 69], [25, 66], [26, 65]]",UFold
bpRNA_RFAM_3085,"[[4, 180], [5, 179], [6, 178], [7, 177], [8, 176], [9, 175], [10, 174], [11, 173], [12, 172], [13, 171], [14, 170], [16, 169], [17, 168], [18, 167], [19, 166], [20, 165], [22, 164], [23, 163], [24, 162], [25, 161], [26, 160], [27, 159], [30, 155], [32, 153], [33, 152], [34, 151], [35, 150], [36, 149], [37, 148], [38, 147], [39, 146], [40, 145], [41, 144], [47, 138], [48, 137], [59, 130], [60, 129], [61, 128], [62, 127], [63, 126], [64, 125], [65, 124], [66, 123], [67, 122], [71, 120], [72, 119], [75, 116], [76, 115], [77, 114], [78, 113], [84, 107], [85, 106], [87, 104], [89, 103], [90, 102], [91, 101], [92, 100], [93, 99]]",UFold
bpRNA_RFAM_34891,"[[3, 190], [9, 92], [10, 91], [11, 90], [12, 89], [13, 88], [14, 87], [15, 86], [16, 85], [17, 156], [20, 80], [21, 79], [22, 78], [23, 56], [24, 76], [25, 54], [26, 53], [27, 52], [28, 51], [29, 50], [30, 49], [45, 61], [65, 191], [66, 186], [67, 185], [68, 184], [69, 183], [70, 182], [72, 82], [73, 81], [77, 188], [96, 176], [97, 175], [98, 174], [99, 173], [100, 172], [101, 171], [102, 170], [103, 169], [104, 168], [105, 167], [110, 166], [111, 165], [112, 164], [113, 163], [114, 157], [115, 161], [118, 146], [119, 145], [120, 144], [121, 143], [122, 142], [123, 141], [124, 140], [131, 136], [147, 160], [148, 159], [149, 158]]",UFold
bpRNA_RFAM_38480,"[[2, 101], [3, 100], [4, 99], [5, 98], [6, 97], [7, 96], [8, 95], [10, 94], [14, 93], [15, 92], [17, 90], [18, 89], [19, 88], [20, 87], [21, 86], [22, 85], [23, 84], [24, 83], [25, 82], [26, 81], [28, 80], [36, 67], [37, 68], [40, 62], [41, 61], [42, 60], [43, 69], [44, 58], [45, 57], [46, 56], [47, 55], [48, 54], [49, 53]]",UFold
bpRNA_RFAM_20703,"[[2, 110], [3, 109], [5, 107], [11, 99], [12, 98], [13, 97], [14, 96], [15, 95], [16, 94], [17, 93], [18, 92], [19, 91], [20, 90], [21, 89], [22, 88], [23, 87], [24, 86], [25, 85], [26, 84], [27, 83], [28, 82], [29, 81], [30, 80], [31, 76], [32, 75], [33, 74], [34, 73], [35, 72], [36, 71], [37, 70], [38, 69], [39, 68], [42, 66], [43, 65], [44, 64], [45, 63], [46, 62]]",UFold
bpRNA_RFAM_16548,"[[2, 59], [3, 58], [4, 57], [5, 56], [6, 55], [7, 54], [10, 50], [11, 49], [13, 47], [14, 46], [16, 44], [17, 43], [18, 42], [19, 41], [20, 40], [21, 39], [22, 38], [23, 37], [24, 36], [27, 33], [64, 136], [71, 103], [72, 131], [73, 101], [74, 129], [75, 99], [93, 114], [94, 113], [96, 111], [97, 110], [98, 109], [100, 107], [120, 135]]",UFold
bpRNA_RFAM_6374,"[[3, 71], [4, 70], [5, 69], [18, 60], [19, 59], [20, 58], [21, 57], [22, 56], [23, 55], [24, 54], [29, 50], [30, 49], [31, 48], [32, 47], [33, 46]]",UFold
bpRNA_RFAM_14568,"[[2, 111], [3, 110], [4, 109], [5, 108], [6, 107], [7, 106], [8, 105], [9, 104], [10, 103], [11, 102], [12, 101], [13, 100], [14, 99], [15, 98], [16, 97], [17, 96], [18, 95], [19, 94], [20, 93], [21, 92], [22, 91], [23, 89], [26, 88], [27, 87], [28, 86], [29, 85], [30, 84], [31, 83], [32, 82], [35, 79], [36, 78], [37, 77], [39, 72], [40, 71], [41, 70], [42, 69], [43, 68], [45, 66], [46, 65], [47, 64], [48, 63]]",UFold
bpRNA_RFAM_2952,"[[2, 40], [3, 39], [4, 38], [6, 35], [7, 34], [8, 33], [9, 32], [10, 31], [11, 30], [15, 28], [16, 27], [17, 26], [18, 25], [19, 24], [36, 68], [37, 67], [42, 90], [43, 89], [49, 59], [51, 58], [52, 81], [53, 80], [54, 79], [72, 188], [73, 187], [74, 186], [75, 185], [76, 184], [82, 178], [91, 177], [92, 176], [93, 175], [94, 174], [96, 172], [97, 171], [98, 170], [99, 169], [100, 168], [101, 167], [102, 138], [105, 137], [106, 135], [107, 134], [111, 179], [113, 128], [114, 127], [115, 126], [116, 125], [117, 124], [118, 123], [139, 165], [140, 164], [141, 163], [142, 162], [145, 159], [147, 157], [148, 156]]",UFold
bpRNA_RFAM_33803,"[[3, 52], [4, 51], [5, 50], [6, 49], [7, 48], [8, 47], [9, 46], [10, 45], [11, 44], [12, 43], [15, 81], [17, 79], [18, 78], [19, 77], [24, 37], [25, 36], [26, 35], [27, 34], [69, 85], [70, 84], [71, 83], [72, 82]]",UFold
bpRNA_RFAM_42556,"[[4, 100], [5, 99], [6, 98], [10, 35], [11, 34], [12, 33], [13, 32], [14, 92], [15, 91], [16, 90], [17, 89], [18, 88], [19, 25], [20, 24], [21, 85], [22, 84], [23, 83], [29, 79], [30, 78], [31, 77], [37, 74], [40, 73], [41, 72], [48, 71], [49, 70], [50, 69], [51, 68], [52, 67], [53, 65], [54, 64], [55, 63], [56, 62], [57, 61]]",UFold
bpRNA_RFAM_38130,"[[5, 17], [6, 16], [7, 15], [10, 104], [11, 103], [24, 38], [25, 37], [39, 127], [41, 126], [43, 124], [49, 86], [50, 85], [51, 84], [52, 83], [55, 80], [56, 79], [57, 78], [58, 77], [59, 76], [61, 75], [62, 74], [63, 73], [64, 72], [65, 71], [66, 70], [87, 121], [88, 120], [89, 119], [96, 113], [97, 112], [98, 111], [99, 110], [100, 109], [101, 108], [102, 107], [116, 132], [117, 131], [118, 130]]",UFold
bpRNA_RFAM_35632,"[[13, 54], [14, 53], [15, 52], [16, 51], [17, 50], [18, 49], [19, 48], [27, 38], [28, 37], [29, 36], [30, 35]]",UFold
bpRNA_RFAM_39922,"[[2, 214], [4, 213], [13, 137], [14, 136], [28, 171], [36, 62], [39, 194], [40, 193], [41, 58], [42, 57], [43, 56], [45, 55], [46, 53], [47, 52], [48, 51], [61, 167], [67, 93], [68, 92], [70, 90], [71, 89], [72, 88], [73, 87], [74, 86], [75, 85], [76, 84], [77, 83], [105, 129], [106, 128], [107, 127], [108, 126], [109, 125], [110, 124], [111, 123], [112, 122], [113, 121], [131, 145], [132, 144], [133, 143], [134, 142], [135, 141], [140, 195], [150, 197], [151, 163], [152, 162], [153, 161], [180, 208], [182, 206], [183, 205], [184, 204], [185, 203], [186, 202], [187, 201], [188, 200], [189, 199], [190, 198], [192, 196]]",UFold
