id,dataset_name,folding,method
4WC3,ablation,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [19, 56], [24, 51], [25, 50], [28, 42], [29, 41], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",C1D
1QF6,ablation,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [7, 66], [10, 25], [11, 24], [12, 23], [13, 22], [19, 56], [25, 45], [27, 50], [28, 42], [29, 41], [30, 40]]",C1D
4WJ4,ablation,"[[1, 72], [2, 71], [3, 70], [4, 69], [5, 68], [6, 67], [10, 25], [11, 24], [12, 23], [13, 22], [24, 56], [30, 40], [31, 39], [49, 65], [50, 64], [51, 63], [52, 62], [53, 61]]",C1D
5CCX,ablation,"[[1, 76], [2, 73], [3, 72], [4, 71], [5, 70], [6, 69], [7, 68], [8, 67], [11, 26], [12, 25], [13, 24], [14, 23], [20, 57], [25, 55], [26, 54], [28, 44], [29, 43], [30, 42], [31, 41], [32, 40], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62]]",C1D
6B14,ablation,"[[1, 83], [2, 82], [3, 81], [4, 80], [5, 79], [6, 78], [7, 77], [8, 76], [9, 75], [10, 35], [30, 56], [33, 45], [42, 60], [47, 55], [48, 73], [60, 65]]",C1D
6B3K,ablation,"[[1, 83], [2, 82], [3, 81], [4, 80], [5, 79], [6, 78], [7, 77], [8, 76], [9, 75], [10, 74], [15, 30], [16, 29], [20, 47], [21, 46], [24, 43], [25, 42], [33, 45], [34, 44], [44, 60], [46, 56], [60, 65]]",C1D
4LVW,ablation,"[[1, 88], [2, 87], [3, 86], [11, 75], [12, 74], [13, 73], [14, 72], [15, 71], [16, 67], [17, 66], [18, 65], [27, 51], [28, 50], [29, 49], [30, 48], [31, 47], [32, 46], [33, 45], [38, 82], [39, 81], [40, 80], [41, 79], [49, 69], [50, 68], [57, 64], [58, 63], [65, 85], [67, 83]]",C1D
5T83_0,ablation,"[[4, 47], [5, 46], [6, 45], [7, 44], [8, 43], [9, 84], [10, 83], [11, 82], [13, 81], [15, 41], [21, 27], [49, 63], [50, 62], [51, 61], [52, 60]]",C1D
3MUV_0,ablation,"[[5, 90], [6, 88], [7, 87], [14, 39], [15, 38], [19, 34], [20, 33], [21, 32], [22, 31], [23, 30], [24, 29], [43, 83], [44, 82], [45, 81], [47, 80], [48, 79], [49, 78], [50, 75], [51, 74], [52, 73], [53, 72], [54, 71], [57, 70], [58, 69], [70, 86], [71, 85]]",C1D
5FK4,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",C1D
5FKF,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",C1D
5FKG,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",C1D
4B5R,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",C1D
2YDH,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",C1D
5FJC,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",C1D
2YGH,ablation,"[[1, 93], [2, 92], [3, 91], [4, 90], [5, 89], [6, 88], [7, 87], [8, 86], [13, 41], [15, 40], [16, 39], [17, 38], [21, 31], [22, 30], [23, 29], [25, 68], [27, 66], [28, 65], [42, 60], [43, 59], [44, 58], [47, 56], [48, 55], [49, 54], [64, 85], [69, 82], [70, 81], [71, 80], [72, 79], [73, 78]]",C1D
4OQU,ablation,"[[1, 71], [2, 70], [3, 69], [4, 92], [5, 66], [10, 29], [11, 20], [12, 19], [13, 18], [21, 57], [22, 56], [23, 49], [24, 48], [27, 45], [29, 44], [30, 42], [31, 41], [32, 50], [34, 72], [36, 94], [39, 47], [40, 46], [47, 85], [48, 84], [49, 83], [54, 65], [55, 64], [56, 63], [57, 62], [75, 82]]",C1D
1U6P,ablation,"[[2, 77], [3, 76], [4, 75], [7, 44], [8, 23], [11, 20], [12, 19], [13, 68], [14, 67], [26, 54], [27, 34], [28, 52], [35, 81], [49, 74], [80, 99], [81, 98], [82, 97], [83, 96], [84, 95], [85, 94]]",C1D
2NBX,ablation,"[[1, 108], [2, 107], [3, 106], [4, 105], [5, 104], [6, 103], [10, 17], [13, 98], [15, 23], [16, 50], [17, 49], [27, 39], [28, 38], [29, 37], [34, 60], [35, 59], [36, 64], [37, 63], [47, 58], [48, 57], [49, 56], [50, 55], [54, 87], [55, 86], [61, 88], [63, 75], [64, 74], [65, 73], [80, 102], [81, 101], [82, 100], [88, 97], [89, 96]]",C1D
2LKR,ablation,"[[1, 111], [2, 110], [3, 109], [4, 108], [9, 30], [10, 29], [15, 52], [25, 71], [26, 69], [27, 68], [28, 98], [69, 73], [79, 88], [80, 87], [81, 86], [86, 95], [87, 94]]",C1D
6N5S,ablation,"[[3, 55], [4, 111], [5, 110], [6, 109], [7, 108], [12, 21], [13, 20], [24, 105], [25, 104], [26, 103], [27, 102], [28, 101], [33, 96], [39, 93], [41, 94], [42, 91], [43, 90], [44, 89], [45, 88], [50, 66], [51, 65], [52, 64], [53, 63], [54, 62], [55, 61], [69, 85], [70, 84], [71, 83], [72, 82], [73, 81], [75, 122], [76, 121], [77, 120], [78, 119], [79, 118], [80, 116]]",C1D
6N5P,ablation,"[[3, 58], [4, 114], [5, 113], [6, 112], [7, 111], [8, 27], [12, 24], [13, 23], [18, 46], [27, 108], [28, 107], [29, 106], [30, 105], [31, 104], [36, 99], [42, 96], [44, 97], [45, 94], [46, 93], [47, 92], [48, 91], [53, 69], [54, 68], [55, 67], [56, 66], [57, 65], [58, 64], [72, 88], [73, 87], [74, 86], [75, 85], [76, 84], [78, 125], [79, 124], [80, 123], [81, 122], [82, 121], [83, 120]]",C1D
4UYK,ablation,"[[1, 134], [2, 133], [3, 132], [4, 131], [5, 130], [9, 127], [10, 85], [11, 124], [12, 29], [13, 28], [14, 67], [15, 27], [16, 65], [17, 79], [20, 47], [21, 46], [22, 45], [27, 57], [28, 102], [29, 55], [42, 111], [43, 110], [44, 74], [45, 108], [72, 90], [73, 89], [74, 88], [75, 87], [76, 86], [87, 107], [88, 103], [90, 101], [91, 100], [110, 117], [111, 116], [116, 125]]",C1D
3NDB,ablation,"[[1, 136], [2, 135], [3, 134], [4, 133], [5, 132], [6, 129], [10, 124], [11, 123], [12, 122], [13, 121], [14, 120], [15, 119], [16, 33], [21, 69], [22, 78], [23, 77], [26, 60], [27, 59], [30, 56], [33, 52], [34, 51], [35, 50], [36, 49], [37, 48], [38, 47], [39, 46], [46, 57], [57, 115], [66, 108], [67, 107], [68, 106], [69, 105], [70, 104], [77, 100], [78, 131], [84, 93], [85, 92], [86, 91], [95, 117], [98, 113], [108, 114], [117, 130], [119, 128], [120, 127]]",C1D
4R4P,ablation,"[[1, 60], [2, 186], [3, 185], [4, 184], [5, 183], [6, 182], [7, 181], [8, 180], [9, 179], [10, 153], [11, 176], [12, 173], [13, 172], [17, 44], [19, 42], [20, 41], [24, 38], [25, 37], [26, 36], [27, 35], [30, 71], [36, 55], [37, 54], [41, 159], [48, 105], [49, 171], [50, 170], [51, 169], [52, 168], [62, 113], [63, 112], [67, 134], [70, 78], [86, 102], [87, 101], [88, 100], [89, 99], [90, 98], [91, 97], [100, 148], [119, 158], [128, 149], [130, 147], [131, 146], [132, 145], [133, 144], [134, 143], [135, 142], [136, 141], [167, 174]]",C1D
4R4V,ablation,"[[1, 60], [2, 186], [3, 185], [4, 184], [5, 183], [6, 182], [7, 181], [8, 180], [9, 179], [10, 177], [11, 176], [12, 173], [13, 51], [19, 42], [20, 172], [24, 38], [25, 37], [26, 36], [27, 35], [30, 71], [35, 136], [36, 55], [37, 117], [48, 105], [49, 171], [50, 170], [51, 169], [52, 168], [62, 113], [63, 112], [67, 134], [70, 78], [86, 102], [87, 101], [88, 100], [89, 99], [90, 98], [91, 97], [98, 150], [118, 159], [119, 158], [128, 149], [129, 148], [130, 147], [131, 146], [132, 145], [133, 144], [134, 143], [135, 142], [136, 141]]",C1D
4D5N,ablation,"[[7, 199], [13, 52], [18, 153], [58, 105], [59, 104], [72, 175], [73, 174], [74, 186], [75, 185], [76, 184], [77, 115], [79, 88], [80, 87], [81, 86], [88, 134], [91, 168], [93, 166], [103, 114], [104, 113], [106, 191], [107, 190], [112, 196], [114, 194], [115, 193], [116, 192], [117, 159], [137, 145], [147, 171], [148, 170]]",C1D
6AGB,ablation,"[[5, 364], [7, 159], [11, 317], [12, 341], [13, 339], [16, 31], [17, 48], [18, 47], [19, 46], [20, 320], [22, 356], [23, 355], [31, 155], [32, 67], [33, 66], [34, 176], [35, 82], [36, 174], [41, 343], [49, 180], [50, 179], [51, 178], [53, 64], [55, 62], [56, 61], [61, 68], [62, 282], [63, 281], [64, 280], [65, 279], [66, 278], [67, 277], [68, 79], [69, 78], [80, 344], [81, 198], [93, 124], [94, 123], [95, 348], [96, 121], [97, 191], [98, 190], [104, 308], [105, 158], [112, 141], [113, 140], [120, 219], [121, 218], [122, 217], [123, 175], [124, 365], [126, 147], [131, 363], [133, 250], [134, 369], [135, 359], [141, 347], [144, 291], [149, 301], [152, 253], [153, 354], [154, 312], [159, 228], [174, 185], [175, 184], [176, 183], [178, 262], [179, 261], [181, 345], [183, 208], [191, 258], [194, 259], [196, 257], [197, 256], [198, 255], [199, 254], [200, 367], [217, 264], [218, 263], [219, 238], [223, 234], [224, 233], [225, 232], [226, 231], [231, 316], [253, 358], [258, 315], [259, 314], [277, 324], [280, 289], [281, 288], [282, 287], [286, 297], [288, 295], [289, 294], [295, 311], [327, 334], [335, 357], [346, 351], [354, 362], [356, 360]]",C1D
4E8Q,ablation,"[[5, 359], [7, 123], [9, 33], [10, 32], [11, 31], [12, 266], [14, 334], [18, 259], [20, 257], [21, 256], [22, 255], [23, 254], [25, 252], [26, 54], [30, 309], [31, 308], [32, 307], [33, 41], [41, 269], [42, 268], [46, 68], [47, 67], [48, 66], [49, 65], [50, 64], [54, 208], [55, 207], [56, 206], [57, 205], [58, 204], [59, 203], [71, 122], [72, 121], [73, 120], [76, 342], [77, 341], [83, 105], [84, 104], [85, 166], [87, 102], [88, 101], [89, 100], [90, 99], [91, 98], [92, 97], [122, 338], [124, 180], [125, 179], [126, 246], [127, 245], [131, 241], [133, 236], [134, 235], [141, 368], [149, 231], [150, 230], [151, 229], [160, 223], [161, 222], [165, 218], [166, 217], [167, 216], [168, 215], [169, 214], [170, 213], [172, 200], [173, 199], [174, 198], [175, 197], [178, 193], [179, 192], [180, 191], [197, 253], [205, 234], [206, 233], [207, 232], [214, 333], [216, 331], [230, 258], [233, 291], [267, 276], [268, 275], [269, 274], [275, 284], [276, 283], [297, 326], [298, 325], [306, 319], [307, 318], [308, 317], [326, 362], [327, 361], [331, 357], [332, 356], [333, 355], [334, 354], [335, 353], [337, 365], [338, 349], [339, 348], [340, 347], [341, 346], [359, 390], [360, 389], [361, 388], [362, 387], [363, 386], [364, 385], [365, 384], [366, 383], [367, 382], [369, 378], [370, 377], [371, 376]]",C1D
2OJ8,ablation,"[[1, 5], [2, 7]]",C1D
5XYU_0,ablation,"[[2, 12], [4, 10]]",C1D
1AFX,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",C1D
1ZIG,ablation,"[[1, 12], [2, 11], [3, 10], [4, 9]]",C1D
1ZIH,ablation,"[[1, 12], [2, 11], [3, 10]]",C1D
7N3O_0,ablation,"[[1, 13], [2, 12], [3, 11]]",C1D
5WQE_0,ablation,"[[1, 11], [2, 10], [3, 9]]",C1D
5TC1_4,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11], [5, 10]]",C1D
3OIN,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11]]",C1D
2HOP_0,ablation,"[[1, 14], [2, 13], [3, 12], [4, 11]]",C1D
4C8Z_0,ablation,"[[4, 15], [5, 14], [6, 13], [7, 12]]",C1D
2LPA,ablation,"[[1, 15], [2, 14], [3, 13], [4, 12], [5, 11], [6, 10]]",C1D
2L6I,ablation,"[[1, 15], [2, 14], [4, 12]]",C1D
1LUX,ablation,"[[1, 17], [2, 16], [3, 15], [4, 13]]",C1D
4ZLD,ablation,"[[1, 17], [2, 16], [3, 15], [4, 14]]",C1D
1ATV,ablation,"[[1, 16], [2, 15], [3, 14], [4, 13], [5, 12], [6, 11]]",C1D
2KVN,ablation,"[[1, 16], [2, 15], [3, 14], [4, 13], [5, 12]]",C1D
4AL5_0,ablation,"[[3, 17], [4, 16], [5, 15], [6, 14], [7, 13]]",C1D
6HIX_1,ablation,"[[6, 17], [7, 16], [8, 15]]",C1D
6XXB,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15]]",C1D
6Q8V,ablation,"[[1, 19], [2, 18], [3, 17]]",C1D
2MFD,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [6, 14]]",C1D
2Y8Y,ablation,"[[1, 18], [2, 17], [3, 16], [4, 15], [5, 14], [6, 13], [7, 12]]",C1D
1I3X,ablation,"[[1, 19], [2, 18], [3, 17], [4, 16], [5, 15], [6, 14], [7, 13]]",C1D
6PK9,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [8, 12]]",C1D
1A1T,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13]]",C1D
4AY2,ablation,"[[1, 20], [2, 19], [3, 18], [4, 17], [5, 16], [6, 15], [7, 14], [8, 13]]",C1D
1QWA,ablation,"[[1, 21], [2, 20], [3, 19], [4, 18], [5, 17], [6, 16]]",C1D
6XXA,ablation,"[[1, 21], [2, 20], [3, 19], [4, 18], [5, 17], [6, 16], [7, 15], [8, 14], [9, 13]]",C1D
5ID6,ablation,"[[7, 15], [8, 14], [9, 13]]",C1D
2JSE,ablation,"[[1, 22], [2, 21], [3, 20], [4, 18], [5, 17], [7, 16], [8, 15], [9, 14]]",C1D
2GV3,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16]]",C1D
1K8W,ablation,"[[3, 21], [4, 20], [5, 19], [6, 18], [7, 17], [8, 16]]",C1D
1K6H,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D
1TJZ,ablation,"[[1, 22], [2, 21], [3, 20], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D
2ANN_0,ablation,"[[1, 23], [2, 22], [3, 21]]",C1D
1K5I,ablation,"[[1, 23], [2, 22], [3, 21], [4, 20], [5, 19], [6, 18], [7, 17], [8, 16], [9, 15]]",C1D
2N2P,ablation,"[[5, 19], [6, 18], [7, 17]]",C1D
1NEM,ablation,"[[3, 21], [4, 20], [5, 19], [6, 23], [7, 22], [8, 16], [9, 15]]",C1D
2RO2,ablation,"[[1, 23], [2, 22], [3, 21], [4, 20], [5, 19], [6, 18], [7, 17], [8, 16], [9, 15]]",C1D
2QH3,ablation,"[[1, 23], [2, 22], [3, 21], [4, 20], [5, 19], [6, 18], [7, 17], [8, 16]]",C1D
6KL9_0,ablation,"[[2, 24], [9, 15]]",C1D
6NMC_0,ablation,"[[2, 20], [6, 18], [8, 16], [9, 13]]",C1D
6DU5_0,ablation,"[[3, 25], [4, 24], [5, 23], [6, 22], [7, 21], [9, 16]]",C1D
4BW0,ablation,"[[1, 25], [5, 23], [8, 15], [9, 17], [10, 16]]",C1D
6XH3,ablation,"[[1, 27], [4, 24], [9, 22], [10, 21], [11, 20], [12, 19]]",C1D
2LDL,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [5, 23], [6, 22], [8, 20], [9, 19]]",C1D
1F7F,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [5, 23], [6, 22], [8, 21], [9, 20], [10, 19], [11, 18], [12, 17]]",C1D
1MSY,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [5, 23], [6, 22], [9, 20], [12, 17]]",C1D
2KMJ,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [5, 24], [6, 23], [7, 22], [11, 20], [12, 19], [13, 18]]",C1D
28SP,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [5, 24], [10, 19], [11, 18], [12, 17]]",C1D
2A9X,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [5, 24], [6, 23], [10, 21], [11, 20], [12, 19], [13, 18]]",C1D
6SNJ,ablation,"[[1, 28], [3, 26], [4, 25], [5, 23], [6, 22], [8, 19], [9, 20], [11, 16]]",C1D
6VZC,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [5, 24], [6, 23], [7, 21], [9, 20], [10, 19], [11, 18], [12, 17]]",C1D
2X7N,ablation,"[[1, 27], [2, 26], [3, 25], [4, 24], [5, 23], [9, 21], [10, 20], [12, 17]]",C1D
2LUN,ablation,"[[1, 28], [2, 27], [3, 26], [4, 25], [6, 23], [9, 20], [10, 19], [11, 18], [12, 17]]",C1D
6IZP,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [11, 19], [12, 20], [14, 18]]",C1D
430D,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [5, 25], [6, 24], [7, 20], [8, 19], [10, 22], [11, 21], [13, 18]]",C1D
5LSN,ablation,"[[1, 29], [2, 28], [4, 26], [5, 25], [6, 24], [7, 23], [8, 22], [9, 21], [10, 20], [11, 19]]",C1D
1F84,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [10, 21], [11, 20], [12, 19]]",C1D
2LDZ,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [5, 26], [6, 24], [10, 19], [11, 22]]",C1D
1NA2,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [5, 25], [6, 24]]",C1D
1RFR,ablation,"[[1, 30], [2, 29], [3, 28], [4, 27], [5, 26], [9, 22], [10, 21], [11, 20], [13, 18]]",C1D
7AFL_1,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D
3J3W_0,ablation,"[[1, 31], [2, 30], [4, 28], [5, 27], [6, 26], [7, 17], [8, 24]]",C1D
1YNC,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 23], [9, 22], [13, 19]]",C1D
6HYK,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 25], [6, 24], [12, 23], [13, 22], [14, 21], [15, 20]]",C1D
1YNE,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 23], [9, 22], [13, 19]]",C1D
6UGI,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D
6ZUO_0,ablation,"[[1, 22], [2, 21], [3, 20], [4, 19], [5, 18], [6, 17], [7, 16], [8, 15], [9, 14]]",C1D
2ZH7,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D
1EXY,ablation,"[[2, 31], [3, 32], [4, 29], [5, 23], [7, 21], [12, 24]]",C1D
1I9F,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 27], [10, 14], [11, 22], [13, 20]]",C1D
1R7Z,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [16, 25], [17, 24], [18, 23]]",C1D
2ZH8,ablation,"[[1, 31], [2, 30], [3, 29], [4, 28], [5, 27], [6, 26], [7, 25], [8, 24], [9, 23], [10, 22], [11, 21], [12, 20]]",C1D
2EUY,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [13, 22], [15, 25], [19, 23]]",C1D
1T28,ablation,"[[1, 34], [2, 33], [3, 32], [4, 31], [5, 30], [6, 29], [7, 28], [8, 27], [9, 26], [10, 25], [13, 18]]",C1D
2TPK,ablation,"[[1, 34], [9, 19]]",C1D
5VOF,ablation,"[[1, 34], [2, 35], [4, 33], [5, 32], [6, 31], [7, 25], [10, 23], [11, 22]]",C1D
1N8X,ablation,"[[1, 36], [2, 35], [3, 34], [4, 33], [5, 32], [6, 31], [7, 30], [9, 28], [10, 25], [11, 24], [12, 23], [13, 22], [14, 21], [15, 20]]",C1D
6DTD,ablation,"[[2, 37], [3, 36], [4, 35], [5, 34], [8, 31], [10, 29], [11, 28], [12, 27], [13, 26], [14, 25], [15, 24]]",C1D
2LUB,ablation,"[[1, 37], [2, 36], [3, 35], [4, 34], [5, 33], [6, 32], [7, 31], [8, 30], [9, 29], [11, 26], [12, 25], [13, 24], [14, 23], [15, 22], [16, 21]]",C1D
6E8U,ablation,"[[1, 37], [2, 36], [3, 35], [4, 34]]",C1D
4PDB,ablation,"[[1, 38], [2, 37], [3, 36], [4, 35], [5, 34], [6, 33], [7, 32], [8, 31], [9, 30], [11, 28], [14, 25], [15, 24], [16, 23], [17, 22]]",C1D
2KTZ,ablation,"[[1, 38], [2, 37], [3, 36], [4, 35], [9, 23], [11, 33], [12, 32], [13, 27], [14, 30], [19, 24]]",C1D
2NBY,ablation,"[[1, 39], [2, 38], [3, 37], [4, 36], [5, 35], [6, 34], [14, 26], [15, 25], [16, 24], [17, 23]]",C1D
2MXL,ablation,"[[12, 25], [13, 28]]",C1D
2NBZ,ablation,"[[1, 40], [2, 39], [3, 38], [4, 37], [5, 36], [6, 35], [7, 34], [10, 28], [11, 27], [12, 26], [13, 25]]",C1D
5W1H_0,ablation,"[[6, 25], [7, 22], [8, 21], [9, 20], [10, 19]]",C1D
6RTI,ablation,"[[1, 43], [2, 42], [3, 41], [4, 40], [6, 38], [7, 37], [18, 34]]",C1D
5O7H,ablation,"[[9, 22], [28, 42], [29, 41], [30, 40], [31, 39]]",C1D
2N6X,ablation,"[[2, 42], [5, 39], [6, 38], [7, 37], [8, 36], [9, 24], [10, 23], [13, 20], [14, 21], [15, 30], [17, 28], [18, 27], [19, 26], [20, 25]]",C1D
5KH8,ablation,"[[3, 14], [6, 42], [7, 41], [8, 43], [9, 39], [10, 22], [11, 37], [12, 36], [22, 33]]",C1D
2K95,ablation,"[[1, 29], [2, 28], [3, 27], [4, 26], [5, 25], [6, 24], [7, 39], [13, 32], [15, 47], [16, 46], [22, 48]]",C1D
4C7O,ablation,"[[1, 48], [2, 47], [6, 43], [13, 21], [19, 26], [20, 25], [32, 46], [33, 45]]",C1D
1RMN,ablation,"[[3, 49], [4, 48], [6, 46], [7, 45], [8, 44], [9, 43], [13, 24], [14, 23], [15, 22], [16, 21], [21, 33], [22, 32], [23, 31], [25, 30], [29, 42], [30, 41], [31, 40], [32, 39], [33, 38]]",C1D
2PXU,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [7, 43], [8, 42], [9, 41], [10, 40], [15, 38], [16, 37], [17, 36], [22, 31], [23, 30], [24, 29]]",C1D
6MXQ,ablation,"[[1, 49], [2, 48], [3, 47], [4, 46], [5, 45], [6, 44], [8, 43], [9, 42], [13, 27], [14, 26]]",C1D
6VRC_0,ablation,"[[6, 22], [7, 21], [8, 20], [9, 19], [10, 18]]",C1D
6E9E,ablation,"[[4, 46], [8, 17], [9, 16], [21, 34]]",C1D
7D7Z,ablation,"[[1, 50], [2, 49], [3, 48], [4, 47], [5, 46], [13, 35], [18, 41], [19, 40], [20, 39], [21, 38], [24, 33], [25, 32], [26, 31]]",C1D
6VRB,ablation,"[[6, 22], [7, 21], [8, 20], [9, 19], [10, 18]]",C1D
1OLN,ablation,"[[1, 58], [3, 56], [8, 12], [12, 26], [13, 42], [21, 29], [30, 40]]",C1D
2MIY,ablation,"[[2, 27], [3, 26], [4, 25], [5, 24], [6, 49], [24, 38], [35, 40], [40, 47], [41, 46]]",C1D
6LNC,ablation,"[[11, 53], [15, 49], [16, 48], [18, 28], [19, 27], [40, 50]]",C1D
7K9D,ablation,"[[1, 60], [5, 56], [9, 23], [10, 28], [11, 27], [12, 26], [13, 25], [14, 31], [15, 30], [16, 29], [27, 39], [28, 38], [29, 36], [30, 35], [38, 53]]",C1D
6PIF,ablation,"[[14, 46], [17, 43], [22, 29], [23, 28], [24, 49], [25, 48]]",C1D
7JZZ,ablation,"[[46, 51]]",C1D
6V9Q,ablation,"[[14, 46], [17, 43], [22, 29], [23, 28], [24, 49], [25, 48]]",C1D
6VAR,ablation,"[[1, 61], [3, 59], [4, 58], [5, 57], [6, 56], [7, 55], [8, 54], [24, 52], [26, 41], [28, 39], [30, 36], [31, 35], [36, 53]]",C1D
2HVY_0,ablation,"[[1, 57], [2, 56], [3, 55], [4, 54], [5, 53], [6, 52], [7, 51], [8, 50], [9, 49], [15, 43], [16, 42], [17, 41], [18, 40], [19, 39], [20, 38], [21, 37]]",C1D
2EEV,ablation,"[[1, 67], [2, 66], [3, 65], [4, 64], [5, 63], [6, 62], [7, 61], [8, 38], [13, 29], [14, 28], [15, 27], [16, 26], [17, 25], [23, 47], [24, 46], [32, 39], [38, 44], [39, 43], [40, 58], [41, 57], [42, 56], [43, 55], [44, 54], [45, 53]]",C1D
1H4S_0,ablation,"[[1, 67], [2, 66], [3, 65], [4, 63], [9, 21], [10, 20], [12, 23], [15, 33], [22, 46], [23, 45], [26, 40], [27, 39], [28, 38], [29, 37], [49, 61], [50, 60], [51, 59]]",C1D
6SGA_1,ablation,"[[7, 20], [9, 50], [10, 51], [31, 41]]",C1D
2DU6,ablation,"[[1, 71], [2, 70], [3, 69], [4, 68], [5, 67], [6, 66], [7, 65], [10, 24], [11, 23], [18, 55], [26, 42], [27, 41], [28, 40], [29, 39], [30, 38], [39, 52], [40, 51], [41, 50], [48, 64], [49, 63], [50, 62], [51, 61], [52, 60]]",C1D
